MatchID,Map,AverageRank,EconRating,FirstBloods,SpikePlants,Kills,Deaths,KD_Ratio,TeamWin
VAL-07200,Pearl,Platinum,57,7,3,65,62,1.05,1
VAL-07201,Breeze,Silver,52,20,10,57,57,1.0,1
VAL-07202,Haven,Silver,43,12,10,75,57,1.32,1
VAL-07203,Pearl,Platinum,54,16,8,61,54,1.13,1
VAL-07204,Icebox,Gold,66,14,7,38,59,0.64,0
VAL-07205,Pearl,Ascendant,45,12,7,60,49,1.22,1
VAL-07206,Bind,Gold,60,14,4,82,68,1.21,1
VAL-07207,Breeze,Silver,51,13,0,55,58,0.95,1
VAL-07208,Lotus,Platinum,56,11,12,64,53,1.21,1
VAL-07209,Ascent,Gold,55,22,7,53,65,0.82,1
VAL-07210,Split,Silver,58,16,9,58,56,1.04,0
VAL-07211,Ascent,Gold,83,6,6,72,35,2.06,1
VAL-07212,Ascent,Ascendant,49,16,6,68,82,0.83,0
VAL-07213,Lotus,Gold,55,12,6,63,66,0.95,0
VAL-07214,Pearl,Gold,53,19,6,61,72,0.85,0
VAL-07215,Ascent,Gold,38,11,10,59,52,1.13,1
VAL-07216,Bind,Silver,66,3,7,63,65,0.97,0
VAL-07217,Split,Silver,46,11,12,71,56,1.27,1
VAL-07218,Ascent,Diamond,72,6,4,60,65,0.92,1
VAL-07219,Haven,Ascendant,46,9,6,63,55,1.15,0
VAL-07220,Lotus,Silver,60,10,7,49,74,0.66,0
VAL-07221,Lotus,Gold,77,14,9,52,62,0.84,1
VAL-07222,Lotus,Ascendant,61,13,5,74,59,1.25,1
VAL-07223,Breeze,Silver,49,15,10,68,61,1.11,1
VAL-07224,Breeze,Silver,45,14,9,65,56,1.16,1
VAL-07225,Icebox,Ascendant,29,20,12,71,55,1.29,1
VAL-07226,Sunset,Platinum,51,12,5,63,76,0.83,0
VAL-07227,Split,Silver,39,14,2,63,47,1.34,0
VAL-07228,Pearl,Gold,55,16,10,56,71,0.79,0
VAL-07229,Ascent,Silver,51,9,10,63,51,1.24,1
VAL-07230,Sunset,Gold,57,7,0,49,54,0.91,1
VAL-07231,Pearl,Diamond,42,13,9,51,65,0.78,0
VAL-07232,Sunset,Platinum,49,10,8,52,55,0.95,0
VAL-07233,Pearl,Platinum,62,15,5,76,60,1.27,1
VAL-07234,Bind,Gold,59,15,12,60,52,1.15,1
VAL-07235,Breeze,Silver,34,16,6,64,65,0.98,0
VAL-07236,Split,Silver,65,9,12,54,49,1.1,1
VAL-07237,Haven,Diamond,43,10,10,58,63,0.92,0
VAL-07238,Bind,Platinum,37,12,9,55,74,0.74,0
VAL-07239,Breeze,Silver,52,11,8,48,75,0.64,0
VAL-07240,Lotus,Gold,84,14,9,52,74,0.7,1
VAL-07241,Breeze,Diamond,51,17,5,44,46,0.96,1
VAL-07242,Sunset,Gold,56,12,3,62,64,0.97,0
VAL-07243,Icebox,Gold,63,7,12,70,72,0.97,1
VAL-07244,Bind,Gold,45,4,5,56,67,0.84,0
VAL-07245,Lotus,Silver,59,7,6,65,43,1.51,1
VAL-07246,Sunset,Diamond,45,7,3,57,47,1.21,0
VAL-07247,Split,Platinum,62,15,9,69,62,1.11,0
VAL-07248,Breeze,Platinum,60,12,4,59,66,0.89,1
VAL-07249,Lotus,Diamond,59,12,8,75,66,1.14,0
VAL-07250,Sunset,Immortal,57,15,6,56,60,0.93,0
VAL-07251,Icebox,Silver,79,17,8,77,56,1.38,1
VAL-07252,Breeze,Silver,58,11,12,46,50,0.92,0
VAL-07253,Split,Gold,61,15,4,61,62,0.98,1
VAL-07254,Icebox,Silver,59,13,5,54,83,0.65,0
VAL-07255,Pearl,Diamond,43,6,5,65,75,0.87,1
VAL-07256,Sunset,Diamond,46,6,8,48,65,0.74,1
VAL-07257,Breeze,Platinum,42,11,8,50,70,0.71,0
VAL-07258,Breeze,Gold,46,13,6,53,73,0.73,0
VAL-07259,Lotus,Silver,49,14,11,52,69,0.75,0
VAL-07260,Split,Gold,53,11,7,57,67,0.85,0
VAL-07261,Haven,Diamond,52,5,5,43,67,0.64,0
VAL-07262,Pearl,Gold,62,11,11,64,50,1.28,1
VAL-07263,Icebox,Silver,71,5,6,67,73,0.92,0
VAL-07264,Bind,Gold,69,11,6,40,70,0.57,1
VAL-07265,Bind,Immortal,58,14,7,69,52,1.33,1
VAL-07266,Breeze,Platinum,45,14,8,50,50,1.0,1
VAL-07267,Lotus,Ascendant,68,10,11,55,54,1.02,1
VAL-07268,Ascent,Diamond,48,14,10,60,73,0.82,0
VAL-07269,Breeze,Gold,60,8,9,56,56,1.0,1
VAL-07270,Bind,Silver,58,9,4,50,56,0.89,0
VAL-07271,Bind,Gold,42,5,7,53,65,0.82,0
VAL-07272,Pearl,Platinum,49,10,7,59,57,1.04,0
VAL-07273,Ascent,Diamond,61,9,9,56,53,1.06,1
VAL-07274,Breeze,Gold,53,10,6,54,38,1.42,0
VAL-07275,Pearl,Silver,90,11,11,56,73,0.77,1
VAL-07276,Lotus,Platinum,50,13,9,65,57,1.14,1
VAL-07277,Pearl,Silver,43,4,9,60,71,0.85,0
VAL-07278,Breeze,Platinum,56,9,4,44,56,0.79,0
VAL-07279,Sunset,Gold,51,16,5,61,44,1.39,0
VAL-07280,Haven,Silver,34,16,5,70,59,1.19,1
VAL-07281,Breeze,Gold,65,12,7,62,40,1.55,1
VAL-07282,Split,Platinum,67,12,11,74,47,1.57,1
VAL-07283,Bind,Gold,65,7,5,43,55,0.78,0
VAL-07284,Ascent,Silver,59,11,2,56,57,0.98,1
VAL-07285,Ascent,Diamond,53,15,11,79,61,1.3,1
VAL-07286,Haven,Silver,57,7,6,65,72,0.9,0
VAL-07287,Split,Silver,54,13,7,46,56,0.82,0
VAL-07288,Bind,Platinum,47,14,10,65,45,1.44,0
VAL-07289,Ascent,Silver,73,12,11,58,75,0.77,1
VAL-07290,Split,Gold,70,11,4,68,67,1.01,0
VAL-07291,Pearl,Ascendant,63,11,8,58,47,1.23,1
VAL-07292,Breeze,Platinum,50,14,11,69,66,1.05,1
VAL-07293,Breeze,Platinum,62,13,7,58,57,1.02,1
VAL-07294,Sunset,Platinum,52,14,10,63,52,1.21,0
VAL-07295,Bind,Silver,52,11,7,74,60,1.23,1
VAL-07296,Split,Gold,55,11,10,62,60,1.03,1
VAL-07297,Icebox,Gold,60,14,11,48,61,0.79,1
VAL-07298,Ascent,Ascendant,50,8,12,50,58,0.86,0
VAL-07299,Lotus,Silver,53,7,8,72,48,1.5,1
VAL-07300,Lotus,Gold,71,21,6,38,60,0.63,1
VAL-07301,Breeze,Ascendant,35,14,8,53,53,1.0,0
VAL-07302,Icebox,Diamond,67,11,8,89,50,1.78,1
VAL-07303,Lotus,Ascendant,53,9,7,56,54,1.04,0
VAL-07304,Haven,Platinum,49,8,9,63,50,1.26,1
VAL-07305,Haven,Gold,51,12,9,52,53,0.98,1
VAL-07306,Bind,Diamond,55,12,8,64,52,1.23,1
VAL-07307,Icebox,Gold,66,14,13,68,39,1.74,1
VAL-07308,Haven,Silver,57,7,5,56,62,0.9,1
VAL-07309,Haven,Platinum,49,7,8,61,55,1.11,0
VAL-07310,Breeze,Platinum,63,13,7,49,60,0.82,0
VAL-07311,Lotus,Diamond,54,14,1,55,62,0.89,0
VAL-07312,Bind,Ascendant,61,16,5,60,61,0.98,1
VAL-07313,Split,Diamond,58,19,3,80,63,1.27,1
VAL-07314,Pearl,Silver,42,11,10,46,59,0.78,0
VAL-07315,Ascent,Platinum,62,15,3,65,62,1.05,1
VAL-07316,Ascent,Diamond,35,8,3,70,45,1.56,0
VAL-07317,Pearl,Immortal,54,2,6,57,59,0.97,1
VAL-07318,Pearl,Gold,43,8,6,67,59,1.14,0
VAL-07319,Ascent,Silver,31,10,6,71,57,1.25,0
VAL-07320,Ascent,Diamond,58,21,4,80,60,1.33,1
VAL-07321,Split,Gold,65,5,10,78,48,1.62,1
VAL-07322,Icebox,Platinum,55,15,6,39,58,0.67,0
VAL-07323,Icebox,Gold,70,10,10,55,60,0.92,1
VAL-07324,Split,Gold,55,14,4,64,72,0.89,0
VAL-07325,Lotus,Platinum,57,12,5,61,59,1.03,0
VAL-07326,Pearl,Gold,45,8,4,68,52,1.31,0
VAL-07327,Sunset,Platinum,62,16,7,63,41,1.54,1
VAL-07328,Pearl,Silver,61,14,5,63,58,1.09,1
VAL-07329,Ascent,Gold,50,12,10,61,63,0.97,1
VAL-07330,Pearl,Gold,40,13,0,64,59,1.08,0
VAL-07331,Ascent,Platinum,37,10,12,66,68,0.97,0
VAL-07332,Pearl,Gold,67,4,6,65,49,1.33,1
VAL-07333,Lotus,Platinum,41,12,5,35,51,0.69,0
VAL-07334,Sunset,Platinum,73,21,13,48,78,0.62,1
VAL-07335,Haven,Platinum,46,15,7,61,60,1.02,1
VAL-07336,Split,Platinum,51,13,6,66,56,1.18,1
VAL-07337,Split,Gold,89,14,5,65,57,1.14,1
VAL-07338,Sunset,Gold,49,12,6,42,54,0.78,0
VAL-07339,Pearl,Platinum,43,3,8,52,68,0.76,0
VAL-07340,Haven,Silver,51,8,9,63,52,1.21,1
VAL-07341,Icebox,Diamond,37,12,3,67,58,1.16,1
VAL-07342,Pearl,Diamond,52,16,3,63,50,1.26,1
VAL-07343,Lotus,Gold,56,19,10,61,32,1.91,1
VAL-07344,Ascent,Platinum,67,8,5,64,56,1.14,1
VAL-07345,Bind,Ascendant,61,15,7,67,58,1.16,1
VAL-07346,Pearl,Gold,57,3,7,41,58,0.71,0
VAL-07347,Bind,Platinum,81,11,11,54,74,0.73,1
VAL-07348,Pearl,Silver,62,12,11,65,61,1.07,1
VAL-07349,Sunset,Gold,72,19,8,57,64,0.89,1
VAL-07350,Bind,Diamond,66,9,5,61,79,0.77,0
VAL-07351,Pearl,Platinum,72,11,13,54,67,0.81,1
VAL-07352,Split,Platinum,69,16,9,55,51,1.08,1
VAL-07353,Bind,Ascendant,65,9,11,62,51,1.22,1
VAL-07354,Pearl,Platinum,62,10,6,48,47,1.02,0
VAL-07355,Icebox,Platinum,73,6,4,62,71,0.87,0
VAL-07356,Ascent,Platinum,48,14,9,53,83,0.64,0
VAL-07357,Icebox,Platinum,46,6,7,41,64,0.64,0
VAL-07358,Haven,Diamond,36,16,12,69,57,1.21,1
VAL-07359,Pearl,Ascendant,61,7,7,76,75,1.01,0
VAL-07360,Breeze,Diamond,69,9,6,62,70,0.89,0
VAL-07361,Lotus,Platinum,43,7,11,62,51,1.22,1
VAL-07362,Icebox,Silver,46,11,6,55,59,0.93,0
VAL-07363,Bind,Diamond,72,16,6,74,62,1.19,1
VAL-07364,Sunset,Platinum,63,9,2,76,56,1.36,1
VAL-07365,Lotus,Diamond,63,8,10,62,55,1.13,1
VAL-07366,Breeze,Silver,60,12,6,73,68,1.07,1
VAL-07367,Pearl,Ascendant,52,12,3,61,73,0.84,1
VAL-07368,Sunset,Silver,36,15,10,60,71,0.85,0
VAL-07369,Pearl,Gold,62,7,6,61,67,0.91,0
VAL-07370,Haven,Platinum,81,13,12,56,77,0.73,1
VAL-07371,Breeze,Platinum,59,17,11,78,55,1.42,1
VAL-07372,Pearl,Gold,41,8,3,71,56,1.27,0
VAL-07373,Bind,Platinum,53,13,9,51,65,0.78,0
VAL-07374,Haven,Gold,66,8,10,63,64,0.98,0
VAL-07375,Split,Silver,68,16,2,62,54,1.15,0
VAL-07376,Breeze,Silver,74,19,6,66,57,1.16,0
VAL-07377,Ascent,Diamond,68,7,5,59,56,1.05,0
VAL-07378,Sunset,Silver,31,13,10,52,58,0.9,0
VAL-07379,Icebox,Silver,58,13,4,50,65,0.77,0
VAL-07380,Pearl,Platinum,38,13,8,56,60,0.93,0
VAL-07381,Sunset,Gold,63,11,13,65,40,1.62,1
VAL-07382,Sunset,Diamond,64,10,1,66,62,1.06,0
VAL-07383,Ascent,Diamond,45,6,7,77,62,1.24,0
VAL-07384,Ascent,Diamond,51,11,7,33,68,0.49,0
VAL-07385,Haven,Gold,47,15,0,77,62,1.24,0
VAL-07386,Breeze,Gold,65,16,2,39,64,0.61,0
VAL-07387,Bind,Platinum,54,13,10,66,41,1.61,1
VAL-07388,Ascent,Gold,47,8,7,64,60,1.07,0
VAL-07389,Ascent,Silver,64,7,8,50,61,0.82,0
VAL-07390,Icebox,Gold,62,10,7,62,67,0.93,0
VAL-07391,Split,Silver,65,4,11,54,69,0.78,0
VAL-07392,Ascent,Ascendant,37,2,13,73,57,1.28,1
VAL-07393,Split,Diamond,48,7,10,48,77,0.62,0
VAL-07394,Haven,Silver,63,13,0,65,62,1.05,0
VAL-07395,Bind,Gold,35,5,7,69,63,1.1,0
VAL-07396,Sunset,Immortal,35,13,11,43,60,0.72,0
VAL-07397,Ascent,Gold,46,9,6,49,52,0.94,0
VAL-07398,Pearl,Diamond,64,17,11,52,58,0.9,1
VAL-07399,Split,Gold,55,10,6,44,64,0.69,0
VAL-07400,Icebox,Diamond,61,10,3,70,66,1.06,0
VAL-07401,Icebox,Platinum,43,9,9,64,60,1.07,0
VAL-07402,Ascent,Silver,43,9,8,66,49,1.35,1
VAL-07403,Breeze,Gold,72,12,5,68,51,1.33,1
VAL-07404,Sunset,Platinum,60,13,11,62,77,0.81,0
VAL-07405,Bind,Ascendant,42,12,1,44,61,0.72,0
VAL-07406,Pearl,Silver,31,7,10,56,71,0.79,0
VAL-07407,Breeze,Platinum,38,14,5,70,82,0.85,0
VAL-07408,Icebox,Gold,42,7,12,57,48,1.19,1
VAL-07409,Split,Diamond,40,8,9,61,51,1.2,1
VAL-07410,Split,Diamond,55,10,6,70,60,1.17,1
VAL-07411,Breeze,Gold,63,15,4,72,53,1.36,1
VAL-07412,Split,Silver,54,7,2,79,60,1.32,0
VAL-07413,Icebox,Silver,50,13,7,60,52,1.15,1
VAL-07414,Breeze,Platinum,59,2,7,57,56,1.02,0
VAL-07415,Icebox,Gold,51,14,10,59,60,0.98,1
VAL-07416,Pearl,Gold,34,16,5,55,52,1.06,0
VAL-07417,Sunset,Immortal,57,14,8,59,62,0.95,1
VAL-07418,Pearl,Gold,60,12,6,54,54,1.0,1
VAL-07419,Pearl,Platinum,69,9,11,70,56,1.25,1
VAL-07420,Split,Silver,66,8,7,53,66,0.8,0
VAL-07421,Ascent,Silver,48,9,5,77,62,1.24,1
VAL-07422,Lotus,Gold,52,10,3,30,66,0.45,0
VAL-07423,Split,Platinum,55,16,6,60,64,0.94,1
VAL-07424,Ascent,Gold,58,12,6,69,50,1.38,1
VAL-07425,Icebox,Diamond,73,15,6,49,58,0.84,1
VAL-07426,Lotus,Gold,54,24,8,51,54,0.94,1
VAL-07427,Split,Gold,49,19,6,66,60,1.1,1
VAL-07428,Lotus,Ascendant,70,12,5,67,57,1.18,1
VAL-07429,Lotus,Gold,70,10,6,51,65,0.78,0
VAL-07430,Haven,Gold,66,15,6,59,69,0.86,0
VAL-07431,Sunset,Silver,36,15,5,74,55,1.35,1
VAL-07432,Haven,Diamond,56,14,2,62,55,1.13,0
VAL-07433,Ascent,Diamond,52,18,2,49,70,0.7,0
VAL-07434,Bind,Silver,60,8,1,45,72,0.62,0
VAL-07435,Breeze,Gold,45,13,8,64,64,1.0,0
VAL-07436,Bind,Platinum,65,12,8,69,51,1.35,1
VAL-07437,Breeze,Ascendant,59,15,4,71,67,1.06,0
VAL-07438,Ascent,Gold,66,10,8,74,67,1.1,1
VAL-07439,Ascent,Diamond,46,13,6,62,72,0.86,0
VAL-07440,Icebox,Gold,58,5,7,60,56,1.07,0
VAL-07441,Sunset,Silver,64,12,3,63,76,0.83,0
VAL-07442,Lotus,Silver,24,19,11,66,48,1.38,1
VAL-07443,Haven,Gold,63,10,12,54,68,0.79,1
VAL-07444,Haven,Gold,51,12,8,62,68,0.91,0
VAL-07445,Ascent,Ascendant,55,16,5,50,69,0.72,0
VAL-07446,Haven,Silver,70,14,7,24,41,0.59,0
VAL-07447,Ascent,Gold,68,5,5,57,46,1.24,1
VAL-07448,Lotus,Silver,48,11,3,67,66,1.02,0
VAL-07449,Ascent,Diamond,35,14,9,43,68,0.63,0
VAL-07450,Icebox,Ascendant,54,17,4,67,56,1.2,1
VAL-07451,Sunset,Silver,68,17,4,66,58,1.14,1
VAL-07452,Pearl,Gold,71,12,0,52,58,0.9,1
VAL-07453,Split,Silver,30,15,10,77,54,1.43,1
VAL-07454,Sunset,Gold,62,12,12,55,83,0.66,0
VAL-07455,Sunset,Silver,61,10,9,45,69,0.65,0
VAL-07456,Bind,Gold,64,16,9,65,50,1.3,0
VAL-07457,Breeze,Platinum,55,16,3,70,67,1.04,1
VAL-07458,Split,Platinum,34,13,6,76,49,1.55,1
VAL-07459,Lotus,Silver,50,9,9,61,58,1.05,0
VAL-07460,Pearl,Gold,44,12,4,69,51,1.35,1
VAL-07461,Pearl,Platinum,43,12,6,55,44,1.25,1
VAL-07462,Sunset,Platinum,64,16,2,66,64,1.03,1
VAL-07463,Icebox,Silver,53,11,6,77,59,1.31,1
VAL-07464,Breeze,Diamond,60,12,6,84,63,1.33,1
VAL-07465,Ascent,Gold,68,13,9,54,46,1.17,1
VAL-07466,Breeze,Silver,34,11,2,75,84,0.89,0
VAL-07467,Bind,Silver,74,13,2,51,57,0.89,0
VAL-07468,Breeze,Ascendant,76,12,11,54,70,0.77,1
VAL-07469,Sunset,Gold,34,9,10,56,59,0.95,0
VAL-07470,Lotus,Ascendant,63,10,5,69,60,1.15,1
VAL-07471,Sunset,Gold,79,6,12,61,51,1.2,1
VAL-07472,Lotus,Gold,38,9,7,46,81,0.57,0
VAL-07473,Haven,Platinum,41,18,10,65,83,0.78,0
VAL-07474,Lotus,Silver,65,15,6,73,55,1.33,1
VAL-07475,Breeze,Gold,61,9,8,61,63,0.97,0
VAL-07476,Breeze,Gold,58,11,6,69,60,1.15,1
VAL-07477,Breeze,Diamond,52,9,12,52,73,0.71,0
VAL-07478,Haven,Gold,57,15,7,70,78,0.9,0
VAL-07479,Ascent,Gold,25,13,7,53,47,1.13,0
VAL-07480,Split,Gold,41,15,2,61,39,1.56,1
VAL-07481,Breeze,Platinum,54,11,7,51,56,0.91,0
VAL-07482,Bind,Silver,30,16,12,48,50,0.96,0
VAL-07483,Pearl,Silver,53,7,11,50,57,0.88,0
VAL-07484,Pearl,Gold,55,10,6,56,66,0.85,1
VAL-07485,Split,Platinum,46,10,7,62,71,0.87,0
VAL-07486,Split,Gold,47,15,3,52,60,0.87,0
VAL-07487,Ascent,Gold,42,10,8,86,69,1.25,1
VAL-07488,Bind,Platinum,49,8,8,57,57,1.0,0
VAL-07489,Sunset,Ascendant,59,12,9,47,73,0.64,0
VAL-07490,Lotus,Diamond,60,22,2,38,47,0.81,0
VAL-07491,Lotus,Gold,67,8,10,79,61,1.3,1
VAL-07492,Sunset,Platinum,53,17,6,65,41,1.59,1
VAL-07493,Pearl,Ascendant,60,12,11,50,63,0.79,0
VAL-07494,Sunset,Gold,38,12,8,57,63,0.9,0
VAL-07495,Bind,Gold,57,10,11,53,45,1.18,1
VAL-07496,Breeze,Silver,52,15,9,68,61,1.11,1
VAL-07497,Haven,Diamond,61,16,4,80,64,1.25,1
VAL-07498,Breeze,Silver,52,18,9,51,71,0.72,0
VAL-07499,Haven,Silver,50,13,10,67,74,0.91,0
VAL-07500,Lotus,Gold,45,9,8,60,60,1.0,0
VAL-07501,Split,Diamond,67,19,6,55,64,0.86,1
VAL-07502,Breeze,Gold,48,10,10,57,47,1.21,1
VAL-07503,Sunset,Diamond,77,9,10,49,61,0.8,1
VAL-07504,Bind,Diamond,39,13,3,63,64,0.98,0
VAL-07505,Bind,Gold,69,8,7,64,56,1.14,1
VAL-07506,Pearl,Platinum,29,10,6,66,61,1.08,0
VAL-07507,Bind,Gold,53,15,13,62,64,0.97,1
VAL-07508,Bind,Ascendant,48,23,5,50,48,1.04,1
VAL-07509,Split,Platinum,60,14,9,67,66,1.02,1
VAL-07510,Sunset,Ascendant,65,17,9,52,63,0.83,1
VAL-07511,Lotus,Silver,78,10,7,59,57,1.04,0
VAL-07512,Bind,Gold,49,13,11,50,69,0.72,0
VAL-07513,Lotus,Silver,46,4,7,70,56,1.25,0
VAL-07514,Split,Gold,66,7,3,53,79,0.67,0
VAL-07515,Bind,Diamond,53,13,11,81,67,1.21,1
VAL-07516,Pearl,Gold,47,13,6,55,60,0.92,0
VAL-07517,Breeze,Silver,50,15,7,66,67,0.99,1
VAL-07518,Icebox,Silver,46,11,7,66,69,0.96,0
VAL-07519,Ascent,Gold,35,18,4,47,51,0.92,1
VAL-07520,Bind,Silver,74,14,4,40,58,0.69,0
VAL-07521,Lotus,Gold,61,5,2,50,55,0.91,0
VAL-07522,Ascent,Diamond,36,5,9,62,82,0.76,0
VAL-07523,Haven,Gold,73,13,9,50,44,1.14,1
VAL-07524,Bind,Platinum,57,11,8,52,67,0.78,0
VAL-07525,Icebox,Gold,52,13,9,76,54,1.41,1
VAL-07526,Split,Platinum,61,11,7,55,52,1.06,1
VAL-07527,Pearl,Silver,50,10,8,69,64,1.08,1
VAL-07528,Icebox,Ascendant,39,9,7,57,61,0.93,1
VAL-07529,Lotus,Platinum,49,12,7,58,68,0.85,0
VAL-07530,Split,Gold,54,15,4,55,63,0.87,0
VAL-07531,Breeze,Silver,44,8,11,58,52,1.12,1
VAL-07532,Split,Silver,61,11,6,46,70,0.66,0
VAL-07533,Bind,Diamond,70,18,6,51,61,0.84,0
VAL-07534,Ascent,Platinum,51,5,5,53,51,1.04,0
VAL-07535,Ascent,Gold,28,15,6,66,52,1.27,1
VAL-07536,Lotus,Gold,53,11,6,75,56,1.34,1
VAL-07537,Split,Diamond,45,9,8,73,76,0.96,0
VAL-07538,Icebox,Diamond,52,10,2,57,34,1.68,1
VAL-07539,Lotus,Platinum,52,16,4,50,67,0.75,0
VAL-07540,Pearl,Gold,45,11,11,59,66,0.89,0
VAL-07541,Lotus,Diamond,39,8,11,64,68,0.94,0
VAL-07542,Lotus,Platinum,55,9,6,60,59,1.02,0
VAL-07543,Breeze,Gold,46,10,13,68,57,1.19,1
VAL-07544,Bind,Silver,76,15,9,49,74,0.66,0
VAL-07545,Breeze,Diamond,58,10,11,60,47,1.28,1
VAL-07546,Ascent,Silver,46,12,7,59,49,1.2,1
VAL-07547,Ascent,Silver,49,9,6,58,40,1.45,1
VAL-07548,Haven,Diamond,53,10,10,53,56,0.95,0
VAL-07549,Haven,Platinum,56,11,10,45,85,0.53,0
VAL-07550,Icebox,Diamond,62,8,6,46,50,0.92,0
VAL-07551,Ascent,Gold,69,9,8,78,64,1.22,1
VAL-07552,Breeze,Ascendant,54,10,0,47,55,0.85,0
VAL-07553,Pearl,Gold,60,18,5,54,58,0.93,1
VAL-07554,Haven,Platinum,60,12,11,53,51,1.04,1
VAL-07555,Split,Gold,56,8,5,55,55,1.0,0
VAL-07556,Haven,Silver,53,15,7,81,51,1.59,1
VAL-07557,Ascent,Gold,57,16,7,64,76,0.84,0
VAL-07558,Lotus,Platinum,47,8,4,55,57,0.96,0
VAL-07559,Bind,Silver,41,19,7,59,45,1.31,1
VAL-07560,Ascent,Gold,72,14,6,68,73,0.93,1
VAL-07561,Lotus,Silver,58,14,4,72,44,1.64,1
VAL-07562,Pearl,Silver,58,13,7,64,67,0.96,1
VAL-07563,Pearl,Platinum,52,13,3,78,59,1.32,1
VAL-07564,Split,Ascendant,61,12,7,52,72,0.72,0
VAL-07565,Sunset,Gold,53,15,7,57,50,1.14,1
VAL-07566,Breeze,Platinum,37,11,13,62,71,0.87,0
VAL-07567,Bind,Ascendant,49,18,5,64,65,0.98,1
VAL-07568,Ascent,Platinum,62,4,9,53,62,0.85,0
VAL-07569,Ascent,Platinum,48,8,3,71,62,1.15,0
VAL-07570,Sunset,Silver,33,13,13,66,51,1.29,1
VAL-07571,Split,Gold,51,12,8,55,92,0.6,0
VAL-07572,Icebox,Gold,34,10,8,56,61,0.92,0
VAL-07573,Haven,Gold,51,13,9,70,58,1.21,1
VAL-07574,Split,Diamond,69,7,7,54,56,0.96,0
VAL-07575,Lotus,Gold,40,8,6,51,63,0.81,0
VAL-07576,Split,Silver,63,11,4,48,64,0.75,0
VAL-07577,Sunset,Ascendant,76,14,8,41,66,0.62,0
VAL-07578,Sunset,Gold,70,9,11,56,58,0.97,1
VAL-07579,Breeze,Ascendant,52,5,1,34,67,0.51,0
VAL-07580,Bind,Platinum,44,13,13,53,70,0.76,0
VAL-07581,Pearl,Silver,57,14,4,83,78,1.06,1
VAL-07582,Sunset,Platinum,57,8,8,52,63,0.83,0
VAL-07583,Breeze,Platinum,66,10,5,67,70,0.96,0
VAL-07584,Haven,Silver,56,16,7,62,50,1.24,1
VAL-07585,Pearl,Gold,60,7,8,74,57,1.3,1
VAL-07586,Icebox,Gold,44,12,6,53,47,1.13,0
VAL-07587,Ascent,Platinum,64,9,8,60,48,1.25,1
VAL-07588,Haven,Gold,40,21,7,57,61,0.93,1
VAL-07589,Icebox,Platinum,47,7,9,61,66,0.92,0
VAL-07590,Pearl,Silver,62,5,8,49,65,0.75,0
VAL-07591,Haven,Gold,70,14,0,54,53,1.02,1
VAL-07592,Breeze,Silver,63,11,6,46,68,0.68,0
VAL-07593,Icebox,Silver,55,8,11,48,49,0.98,1
VAL-07594,Ascent,Gold,55,10,10,61,54,1.13,1
VAL-07595,Breeze,Gold,44,18,4,79,59,1.34,1
VAL-07596,Lotus,Gold,51,12,6,70,52,1.35,1
VAL-07597,Ascent,Ascendant,32,18,6,63,53,1.19,1
VAL-07598,Bind,Gold,75,7,6,54,63,0.86,0
VAL-07599,Split,Platinum,82,16,7,45,56,0.8,0
VAL-07600,Bind,Ascendant,32,8,5,46,59,0.78,0
VAL-07601,Sunset,Ascendant,38,17,4,60,76,0.79,0
VAL-07602,Lotus,Diamond,71,17,13,80,68,1.18,1
VAL-07603,Lotus,Silver,46,8,8,67,60,1.12,0
VAL-07604,Split,Platinum,72,14,6,62,54,1.15,1
VAL-07605,Icebox,Diamond,64,13,9,83,71,1.17,1
VAL-07606,Split,Diamond,51,16,2,61,50,1.22,0
VAL-07607,Sunset,Platinum,66,7,9,65,56,1.16,1
VAL-07608,Bind,Silver,55,10,3,82,60,1.37,1
VAL-07609,Lotus,Ascendant,54,12,8,70,59,1.19,1
VAL-07610,Bind,Gold,61,18,4,65,43,1.51,0
VAL-07611,Ascent,Gold,65,12,9,36,62,0.58,1
VAL-07612,Haven,Gold,67,8,13,75,70,1.07,1
VAL-07613,Sunset,Gold,83,13,7,47,63,0.75,0
VAL-07614,Haven,Silver,59,8,3,43,70,0.61,0
VAL-07615,Sunset,Gold,71,5,5,63,59,1.07,1
VAL-07616,Pearl,Immortal,70,11,8,66,68,0.97,1
VAL-07617,Ascent,Gold,63,13,11,49,47,1.04,1
VAL-07618,Icebox,Gold,49,13,4,45,76,0.59,0
VAL-07619,Sunset,Diamond,68,12,13,38,75,0.51,1
VAL-07620,Haven,Gold,60,19,9,55,67,0.82,0
VAL-07621,Sunset,Gold,40,18,7,57,65,0.88,0
VAL-07622,Icebox,Gold,67,9,10,46,39,1.18,1
VAL-07623,Sunset,Silver,35,16,3,80,50,1.6,1
VAL-07624,Breeze,Silver,63,21,4,53,64,0.83,1
VAL-07625,Sunset,Platinum,48,19,3,54,52,1.04,1
VAL-07626,Pearl,Ascendant,57,16,13,70,68,1.03,1
VAL-07627,Pearl,Platinum,38,11,7,51,58,0.88,0
VAL-07628,Lotus,Silver,46,7,8,80,54,1.48,1
VAL-07629,Pearl,Gold,49,8,10,70,61,1.15,1
VAL-07630,Sunset,Silver,53,14,3,57,42,1.36,0
VAL-07631,Sunset,Gold,48,13,5,74,44,1.68,1
VAL-07632,Breeze,Silver,59,12,8,75,56,1.34,1
VAL-07633,Pearl,Diamond,61,16,12,56,56,1.0,1
